,значение
2018-03-30,100.84758002768362
2018-03-31,90.62715162736352
2018-04-01,88.00641814353892
2018-04-02,107.15297154349531
2018-04-03,117.22534982635872
2018-04-04,110.490697601839
2018-04-05,104.9496910048875
2018-04-06,97.88912741555338
2018-04-07,83.86483837726783
2018-04-08,99.2084182556723
2018-04-09,107.69224901405467
2018-04-10,117.73701842895763
2018-04-11,115.68458135366808
2018-04-12,100.61992135577587
2018-04-13,88.4180840781472
2018-04-14,90.40357862433409
2018-04-15,85.08066024609968
2018-04-16,101.72928307456472
2018-04-17,111.31608970691227
2018-04-18,111.44022469860958
2018-04-19,96.98499307674349
2018-04-20,101.40326937307105
2018-04-21,84.9203224237127
2018-04-22,92.2299437593395
2018-04-23,105.6339343870271
2018-04-24,112.90476484320992
2018-04-25,115.76178469187525
2018-04-26,104.61193542455968
2018-04-27,98.0827879826265
2018-04-28,99.47014859509447
2018-04-29,89.3559294341186
2018-04-30,100.43360063106263
2018-05-01,114.32100960462289
2018-05-02,108.05586671433366
2018-05-03,102.48184192599147
2018-05-04,91.00607473266454
2018-05-05,86.7266626110241
2018-05-06,82.2775575772644
2018-05-07,93.4764725507867
2018-05-08,111.77182221950703
2018-05-09,114.60076048764674
2018-05-10,99.83356957357209
2018-05-11,87.52750465419378
2018-05-12,84.01792552328408
2018-05-13,87.98165318213339
2018-05-14,101.59183094761693
2018-05-15,127.34853150208265
2018-05-16,124.97605761456512
2018-05-17,113.11740951092911
2018-05-18,93.44126599810636
2018-05-19,79.8707743437164
2018-05-20,98.40032014182827
2018-05-21,100.34731010366949
2018-05-22,103.3316040749899
2018-05-23,116.941577873735
2018-05-24,113.53219805600838
2018-05-25,106.13850536862863
2018-05-26,95.74850002366432
2018-05-27,91.23583194015173
2018-05-28,92.90532578602135
2018-05-29,107.17140065944389
2018-05-30,113.2580785394421
2018-05-31,111.08143365923506
2018-06-01,86.02856146795358
2018-06-02,84.73488125900711
2018-06-03,87.82882703969312
2018-06-04,101.08724823798718
2018-06-05,100.07554175909087
2018-06-06,113.16190242073583
2018-06-07,102.60819504121167
2018-06-08,99.05273447755295
2018-06-09,82.67722211123612
2018-06-10,76.86753798338155
2018-06-11,94.1841505405858
2018-06-12,109.70849846488743
2018-06-13,124.45170855064528
2018-06-14,110.50098219883405
2018-06-15,84.75404342252354
2018-06-16,82.51838906471748
2018-06-17,89.70703471366825
2018-06-18,107.39325556967887
2018-06-19,118.40136258883126
2018-06-20,107.84081354532509
2018-06-21,97.84598959150576
2018-06-22,93.71069442295746
2018-06-23,85.10076010894625
2018-06-24,78.31793927164367
2018-06-25,93.39691923996088
2018-06-26,105.46592027010287
2018-06-27,117.86741623120486
2018-06-28,99.67206108706169
2018-06-29,99.6330865523569
2018-06-30,90.18068814481569
2018-07-01,88.14371316005152
2018-07-02,96.04450257514199
2018-07-03,102.87071242967347
2018-07-04,111.25683097277594
2018-07-05,93.01111075191817
2018-07-06,93.70854097928013
2018-07-07,79.1133154533623
2018-07-08,78.89517667542833
2018-07-09,109.39876925628852
2018-07-10,102.42101602805896
2018-07-11,105.99291240146451
2018-07-12,98.01957953875025
2018-07-13,87.55013827696467
2018-07-14,83.16012512543269
2018-07-15,88.03363326957843
2018-07-16,89.56074539074086
2018-07-17,110.11578402177281
2018-07-18,118.98271752129847
2018-07-19,116.40755196881729
2018-07-20,98.06149552150045
2018-07-21,87.20828611222043
2018-07-22,82.55830115919203
2018-07-23,101.06573337638213
2018-07-24,105.30663897702392
2018-07-25,122.35657255957841
2018-07-26,110.77480734631597
2018-07-27,88.94765456202484
2018-07-28,83.39835049454508
2018-07-29,76.9220160671631
2018-07-30,92.93175154517257
2018-07-31,115.23623232644141
2018-08-01,118.93854853015138
2018-08-02,115.68682700696418
2018-08-03,86.52031358123867
2018-08-04,85.43575469546374
2018-08-05,90.46446025464087
2018-08-06,99.68917511805256
2018-08-07,116.62990492332365
2018-08-08,116.04322935737534
2018-08-09,106.48876890853587
2018-08-10,90.83046011662968
2018-08-11,80.03160694927418
2018-08-12,100.5132109409503
2018-08-13,100.4543790475239
2018-08-14,106.1119867343371
2018-08-15,112.41358833426878
2018-08-16,107.60682360658632
2018-08-17,90.9921603806838
2018-08-18,83.90992640559831
2018-08-19,95.55018532916235
2018-08-20,105.37280425825435
2018-08-21,110.7127994446096
2018-08-22,124.52024683887655
2018-08-23,102.97933657072579
2018-08-24,100.12939638975934
2018-08-25,95.73636634097586
2018-08-26,99.78689555382118
2018-08-27,99.33698299425339
2018-08-28,118.29499814119163
2018-08-29,113.6681186032092
2018-08-30,113.05480293131396
2018-08-31,88.9287453497777
2018-09-01,92.0363027777238
2018-09-02,90.75673090738881
2018-09-03,96.04184105482801
2018-09-04,110.5931741936561
2018-09-05,104.26520620551752
2018-09-06,98.62316948626223
2018-09-07,87.179225733078
2018-09-08,78.84653759254303
2018-09-09,90.91233174546394
2018-09-10,92.56099774889401
2018-09-11,108.83777622482245
2018-09-12,111.54860320039148
2018-09-13,102.70593932170847
2018-09-14,90.14950044810057
2018-09-15,86.49315138771536
2018-09-16,90.94774593039469
2018-09-17,99.06921124270444
2018-09-18,111.70307996603867
2018-09-19,113.61772338705578
2018-09-20,112.99534328862642
2018-09-21,97.82153825565358
2018-09-22,79.05517506605148
2018-09-23,100.54252987438561
2018-09-24,106.10754223559236
2018-09-25,128.887953029927
2018-09-26,115.51953023553531
2018-09-27,106.22475954897679
2018-09-28,82.58135578888074
2018-09-29,74.47033804381672
2018-09-30,89.6519229153773
2018-10-01,97.73423998322642
2018-10-02,112.06728787427727
2018-10-03,123.89455390195478
2018-10-04,103.65523466696582
2018-10-05,91.12828672461558
2018-10-06,85.88903733623559
2018-10-07,83.80669575472416
2018-10-08,100.01798821978274
2018-10-09,110.79265005668339
2018-10-10,112.21316976923664
2018-10-11,105.15202164347019
2018-10-12,95.27055851274162
2018-10-13,90.8779957927851
2018-10-14,95.460150620802
2018-10-15,94.22970071663941
2018-10-16,111.07778276723218
2018-10-17,112.22976276324007
2018-10-18,112.26210886368021
2018-10-19,93.24022773350677
2018-10-20,89.22286428456452
2018-10-21,91.50619748062492
2018-10-22,94.3647375839225
2018-10-23,111.56901428698083
2018-10-24,116.36259809425006
2018-10-25,108.2421356256057
2018-10-26,95.88438670986635
2018-10-27,95.71820765022359
2018-10-28,78.90242324698661
2018-10-29,92.73077020521762
2018-10-30,115.02520944076772
2018-10-31,112.10793577463552
2018-11-01,100.65953458930386
2018-11-02,82.72168632332409
2018-11-03,85.96414615889233
2018-11-04,100.09153411857567
2018-11-05,97.9881223026732
2018-11-06,101.99534284287002
2018-11-07,105.55601537036969
2018-11-08,98.31394485530676
2018-11-09,99.38113846375157
2018-11-10,80.10215213801295
2018-11-11,83.97389331803075
2018-11-12,109.2356786914975
2018-11-13,116.86135042778695
2018-11-14,119.08291042876817
2018-11-15,107.88684563932907
2018-11-16,98.42439630244478
2018-11-17,82.74748693566282
2018-11-18,84.65450798233687
2018-11-19,100.89706801478279
2018-11-20,108.71717965877026
2018-11-21,110.14899685844776
2018-11-22,107.11924952890365
2018-11-23,93.02181673969356
2018-11-24,94.31759294427783
2018-11-25,85.53288407809339
2018-11-26,97.82535614165823
2018-11-27,111.07111366943934
2018-11-28,114.19100865215368
2018-11-29,110.45844932338335
2018-11-30,103.26013423466301
2018-12-01,92.70135092736517
2018-12-02,78.5935512374322
2018-12-03,101.67883018451276
2018-12-04,108.0039393770347
2018-12-05,108.01996153614061
2018-12-06,93.0655315035189
2018-12-07,95.82002539300494
2018-12-08,89.96903290204443
2018-12-09,81.80673340295259
2018-12-10,98.37924767714028
2018-12-11,113.76368622703595
2018-12-12,118.21141486240403
2018-12-13,107.10821158439916
2018-12-14,91.92813340857757
2018-12-15,84.54073981780739
2018-12-16,86.9780460760332
2018-12-17,99.23639302375136
2018-12-18,111.4589632926232
2018-12-19,113.66743191880481
2018-12-20,110.7851170177401
2018-12-21,92.539541987741
2018-12-22,78.62771417390533
2018-12-23,82.36610638468822
2018-12-24,97.36822409230031
2018-12-25,107.523580341963
2018-12-26,122.69687195870492
2018-12-27,102.04046169926275
2018-12-28,87.16281061178373
2018-12-29,88.24228307266605
2018-12-30,79.69453858570753
2018-12-31,101.69220859187857
